type; ID; name; ID2; data; FR;GB
STR#;2000;Menus changeants;29;;"L'intitulé suivant est la ligne à rajouter au menu ""Couleur"" (de l'othellier si le fichier ""Photos Cassio"" est disponible.";"L'intitulé suivant est la ligne à rajouter au menu ""Couleur"" (de l'othellier si le fichier ""Photos Cassio"" est disponible."
STR#;2000;Menus changeants;30;;Photographique;Photography
STR#;2000;Menus changeants;31;;Voir l'othellier en 3D;Switch to 3D Board View
STR#;2000;Menus changeants;32;;Voir l'othellier en 2D;Switch to 2D Board View
STR#;2000;Menus changeants;33;;Enregistrer la partie…;Save Current Game as…
STR#;2000;Menus changeants;34;;Enregistrer la partie jusqu'à cette position…;Save Game up to this Position as…
STR#;2000;Menus changeants;35;;format texte…;format texte…
STR#;2000;Menus changeants;36;;format texte (respecter le tri)…;format texte (respect order)…
STR#;2000;Menus changeants;37;;format HTML…;format HTML…
STR#;2000;Menus changeants;38;;format HTML (respecter le tri)…;format HTML (respect order)…
STR#;2000;Menus changeants;39;;format PGN (Portable Game Notation);format PGN (Portable Game Notation)
STR#;2000;Menus changeants;40;;format PGN (Portable Game Notation) (respecter le tri);format PGN (Portable Game Notation) (respect order)
STR#;2000;Menus changeants;41;;format XOF (OthBase);format XOF (OthBase)
STR#;2000;Menus changeants;42;;format XOF (Othbase) (respecter le tri);format XOF (OthBase) (respect order)
STR#;10000;;0;;Titres des fenêtres;Titres des fenêtres
STR#;10000;Titres des fenêtres;1;;Othellier;Board
STR#;10000;Titres des fenêtres;2;;Palette;Palette
STR#;10000;Titres des fenêtres;3;;Liste des parties;List of Games
STR#;10000;Titres des fenêtres;4;;Statistiques;Statistics
STR#;10000;Titres des fenêtres;5;;Rapport;Game Report
STR#;10000;Titres des fenêtres;6;;Courbe;Evaluation Curve
STR#;10000;Titres des fenêtres;7;;Réflexion;Calculation
STR#;10000;Titres des fenêtres;8;;Gestion du temps;Time Management
STR#;10000;Titres des fenêtres;9;;^0;^0
STR#;10000;Titres des fenêtres;10;;Aide;Help
STR#;10000;Titres des fenêtres;11;;Nuage;Cloud
STR#;10001;;0;;Textes Courbe;Textes Courbe
STR#;10001;Textes Courbe;1;;bon pour Noir;good for Black
STR#;10001;Textes Courbe;2;;bon pour Blanc;good for White
STR#;10001;Textes Courbe;3;;coup;move
STR#;10002;;0;;Textes Statistiques;Textes Statistiques
STR#;10002;Textes Statistiques;1;;Statistiques;Statistics
STR#;10002;Textes Statistiques;2;;réelles;final/real
STR#;10002;Textes Statistiques;3;;théoriques;theoretical
STR#;10002;Textes Statistiques;4;;Coup;Move
STR#;10002;Textes Statistiques;5;;Parties;Games
STR#;10002;Textes Statistiques;6;;% noir;% black
STR#;10002;Textes Statistiques;7;;% blanc;% white
STR#;10002;Textes Statistiques;8;;Aucune partie chargée !;No matching loaded games !
STR#;10002;Textes Statistiques;9;;total;total
STR#;10002;Textes Statistiques;10;;Pas de partie compatible !;No compatible games !
STR#;10002;Textes Statistiques;11;;(critères de sous-sélection actifs);(Sub-selection criterias are on)
STR#;10002;Textes Statistiques;12;;Dernier coup !;Last move !
STR#;10002;Textes Statistiques;13;;Dernier coup de la base !;Last move in the base !
STR#;10002;Textes Statistiques;14;;Position de départ non standard…;Non-Standard initial position…
STR#;10003;;0;;Textes Liste;Textes Liste
STR#;10003;Textes Liste;1;;Aucune partie chargée !;No matching loaded game !
STR#;10003;Textes Liste;2;;Pas de partie compatible !;No compatible game !
STR#;10003;Textes Liste;3;;Position de départ non standard…;Non-Standard initial position…
STR#;10003;Textes Liste;4;;(critères de sous-sélection actifs);(Sub-selection criterias are on)
STR#;10003;Textes Liste;5;;Pas encore pu charger les noms des joueurs…;Couldn't load players names yet…
STR#;10003;Textes Liste;6;;Tournoi;Tournament
STR#;10003;Textes Liste;7;;Noir;Black
STR#;10003;Textes Liste;8;;Blanc;White
STR#;10003;Textes Liste;9;;th.;th.
STR#;10003;Textes Liste;10;;score;score
STR#;10003;Textes Liste;11;;•• note to Cassio's translators : next three strings should be initials of Black, White and Draw, IN THAT ORDER ••;•• note to Cassio's translators : next three strings should be initials of Black, White and Draw, IN THAT ORDER ••
STR#;10003;Textes Liste;12;;N;B
STR#;10003;Textes Liste;13;;B;W
STR#;10003;Textes Liste;14;;E;D
STR#;10003;Textes Liste;15;;Base;Base
STR#;10003;Textes Liste;16;;Inclure les ordinateurs;Include computers
STR#;10003;Textes Liste;17;;^0 parties;^0 games
STR#;10003;Textes Liste;18;;^0 partie;^0 game
STR#;10003;Textes Liste;19;;(^0 nouvelles);(^0 unsaved)
STR#;10004;;0;;Textes Gestion;Textes Gestion
STR#;10004;Textes Gestion;1;;alloué pour ce coup : ^0 sec.;allocated for this move : ^0 sec.
STR#;10004;Textes Gestion;2;;utilisé pour la prof. ^0 : ^1 sec.;used for depth ^0 : ^1 sec.
STR#;10004;Textes Gestion;3;;prévu pour la prof. ^0 : ^1 sec.;anticipated. ^0 : ^1 sec.
STR#;10004;Textes Gestion;4;;divergence :  ;branching factor :  
STR#;10004;Textes Gestion;5;;nbre tours du compteur :  ;number of speedometer revolutions :  
STR#;10004;Textes Gestion;6;;nbre nœuds :  ;number of nodes :  
STR#;10004;Textes Gestion;7;;nb feuilles par sec :  ;number of leaves/sec :  
STR#;10004;Textes Gestion;8;;nb nœuds par sec :  ;number of nodes/sec :  
STR#;10004;Textes Gestion;9;;moteur : ;engine : 
STR#;10004;Textes Gestion;10;;^0 proc.;^0 proc.
STR#;10004;Textes Gestion;11;;1 proc.;1 proc.
STR#;10004;Textes Gestion;12;;utilisé pour la finale à ^0 : ^1 sec.;used for engdame (^0) : ^1 sec.
STR#;10004;Textes Gestion;13;;prévu pour la finale à ^0 : ^1 sec.;anticipated for endgame (^0) : ^1 sec.
STR#;10005;;0;;Textes Reflexion;Textes Reflexion
STR#;10005;Textes Reflexion;1;;rech. meilleur coup (finale);searching best move (endgame)
STR#;10005;Textes Reflexion;2;;rech. coup gagnant (finale);searching winning move (endgame)
STR#;10005;Textes Reflexion;3;;rech. pseudo-finale;pseudo-endgame search
STR#;10005;Textes Reflexion;4;;tri des coups (prof=^0)…;sorting moves (depth=^0)…
STR#;10005;Textes Reflexion;5;;milieu de partie, profondeur=^0;midgame, depth=^0
STR#;10005;Textes Reflexion;6;;coup n°^0 (sur ^1);move n°^0 (of ^1)
STR#;10005;Textes Reflexion;7;;gagnant;winning
STR#;10005;Textes Reflexion;8;;larg. gagn.;convincing win
STR#;10005;Textes Reflexion;9;;perdant;losing
STR#;10005;Textes Reflexion;10;;larg. perd.;big loss
STR#;10005;Textes Reflexion;11;;nulle;draw
STR#;10005;Textes Reflexion;12;;est gagnant;is winning
STR#;10005;Textes Reflexion;13;;larg. gagn.;convincing win
STR#;10005;Textes Reflexion;14;;est meilleur;is better
STR#;10005;Textes Reflexion;15;;larg. meill.;is much better
STR#;10005;Textes Reflexion;16;;pas mieux;no better
STR#;10005;Textes Reflexion;17;;perd de ^0;loss by ^0
STR#;10005;Textes Reflexion;18;;annule;draw
STR#;10005;Textes Reflexion;19;;gagne de +^0;win by +^0
STR#;10005;Textes Reflexion;20;;Nulle;Draw
STR#;10005;Textes Reflexion;21;;pas exploré;unexplored
STR#;10005;Textes Reflexion;22;;réflexion au coup ^1 pour ^0…;thinking at move #^1 for ^0…
STR#;10006;;0;;Textes Othellier;Textes Othellier
STR#;10006;Textes Othellier;1;;NOIRS: ;BLACK: 
STR#;10006;Textes Othellier;2;;BLANCS: ;WHITE: 
STR#;10006;Textes Othellier;3;;Votre coup, Noir…;Your turn, Black…
STR#;10006;Textes Othellier;4;;Votre coup, Blanc…;Your turn, White…
STR#;10006;Textes Othellier;5;;Je réfléchis au choix des Noirs;Thinking for Black…
STR#;10006;Textes Othellier;6;;Je réfléchis au choix des Blancs;Thinking for White…
STR#;10006;Textes Othellier;7;;rech. coup gagnant (finale);Looking for a winning move (endgame)
STR#;10006;Textes Othellier;8;;rech. meilleur coup (finale);Looking for the best move (endgame)
STR#;10006;Textes Othellier;9;;rech. pseudo-finale;Pseudo-endgame search
STR#;10006;Textes Othellier;10;;si;if
STR#;10006;Textes Othellier;11;;tous les coups ^0 sont perdants;all moves ^0 seem losing
STR#;10006;Textes Othellier;12;;tous les coups ^0 sont probablement perdants;all moves ^0 are probably losing
STR#;10006;Textes Othellier;13;;annule;draws
STR#;10006;Textes Othellier;14;;est gagnant;is winning
STR#;10006;Textes Othellier;15;;est perdant;loses
STR#;10006;Textes Othellier;16;;annule probablement;is probably a draw
STR#;10006;Textes Othellier;17;;est probablement gagnant;is probably a win
STR#;10006;Textes Othellier;18;;est probablement perdant;is probably a loss
STR#;10006;Textes Othellier;19;;Analyse pour Noir;Analysing for Black
STR#;10006;Textes Othellier;20;;Analyse pour Blanc;Analysing for White
STR#;10006;Textes Othellier;21;;Partie nulle !;Draw !
STR#;10006;Textes Othellier;22;;Noir Gagne ^0 !;Black wins ^0 !
STR#;10006;Textes Othellier;23;;Blanc Gagne ^0 !;White wins ^0 !
STR#;10006;Textes Othellier;24;;Je gagne ^0 !;I win ^0 !
STR#;10006;Textes Othellier;25;;Vous gagnez ^0 !;You win ^0 !
STR#;10006;Textes Othellier;26;;gagne;Win
STR#;10006;Textes Othellier;27;;perd;Loss
STR#;10006;Textes Othellier;28;;nulle;Draw
STR#;10006;Textes Othellier;29;;Trait à Noir;Black to move
STR#;10006;Textes Othellier;30;;Trait à Blanc;White to move
STR#;10007;;0;;Textes groupes;Textes groupes
STR#;10007;Textes groupes;1;;Liste des groupes :;List of groups :
STR#;10007;Textes groupes;2;;La définition d'un groupe ne peut faire plus de 255 caractères;A group definition is limited to 255 caracters
STR#;10007;Textes groupes;3;;Syntaxe incorrecte;Syntax error
STR#;10007;Textes groupes;4;;Souhaitez-vous effacer le groupe « ^0 » ?;"Do you want do delete the group "" ^0 "" ?"
STR#;10007;Textes groupes;5;;reserved;reserved
STR#;10007;Textes groupes;6;;Vous ne pouvez pas définir plus de 25 groupes.;You can't define more than 25 groups in Cassio.
STR#;10008;;0;;Textes solitaires;Textes solitaires
STR#;10008;Textes solitaires;1;;Noir joue et gagne…;Black to win…
STR#;10008;Textes solitaires;2;;Blanc joue et gagne…;White to win…
STR#;10008;Textes solitaires;3;;Noir joue et annule…;Black to draw…
STR#;10008;Textes solitaires;4;;Blanc joue et annule…;White to draw…
STR#;10008;Textes solitaires;5;;gagne;win
STR#;10008;Textes solitaires;6;;annule;draw
STR#;10008;Textes solitaires;7;;JP;JP
STR#;10008;Textes solitaires;8;;VP;VP
STR#;10008;Textes solitaires;9;;Nom du fichier solution ?;Name of the solution file ?
STR#;10008;Textes solitaires;10;;Je calcule toutes les suites…;Calculating all the lines…
STR#;10008;Textes solitaires;11;;Un peu de patience, s'il vous plait… (tapez escape pour interrompre);Please be patient… (type escape to interrupt)
STR#;10008;Textes solitaires;12;;nbre de lignes;Number of lines
STR#;10008;Textes solitaires;13;;Veuillez valider la position comme solitaire avant de m'en demander la solution !;Please validate that position as a solitaire before asking the solution !
STR#;10008;Textes solitaires;14;;sans titre;untitled
STR#;10008;Textes solitaires;15;;Un solitaire de ^0 lignes (difficulté ^1 %) est peut-être un peu court pour Fforum. Voulez-vous essayer la version longue ?;A solitaire with ^0 lines (difficulty : ^1 %) is maybe a little too short for Fforum. Do you want to try the long version ?
STR#;10008;Textes solitaires;16;;La version longue fait ^0 lignes et a une difficulté de ^1 %.;The long version has ^0 lines, with a difficulty of ^1 %.
STR#;10008;Textes solitaires;17;;Le solitaire devenait trop gros. Le calcul a été interrompu car Cassio risquait de planter.;That solitaire was getting too big. Calculations were stopped because Cassio could have crashed.
STR#;10008;Textes solitaires;18;;Ce solitaire fait ^0 lignes et a une difficulté de ^1 %.;That solitaire has ^0 lines, with a difficulty of ^1 %.
STR#;10008;Textes solitaires;19;;Noir;Black
STR#;10008;Textes solitaires;20;;Blanc;White
STR#;10008;Textes solitaires;21;;^0 a un seul coup légal.;^0 has only one legal move.
STR#;10008;Textes solitaires;22;;^0 est perdant.;^0 has lost.
STR#;10008;Textes solitaires;23;;^0 a au moins deux coups gagnants.;^0 has (at least) two winning moves.
STR#;10008;Textes solitaires;24;;^0 peut faire nulle de deux façons.;^0 has two distinct ways to draw.
STR#;10008;Textes solitaires;25;;^0 a un seul coup gagnant, mais aura le choix plus tard.;^0 has only one winning move, but will have a choice later.
STR#;10008;Textes solitaires;26;;^0 a un seul coup pour faire nulle, mais aura le choix plus tard.;^0 has only one drawing move, but will have a choice later.
STR#;10008;Textes solitaires;27;;^0 a un coup gagnant qui lui assure deux lignes gagnantes plus tard.;^0 has a winning move that ensures he will have two winning moves later.
STR#;10008;Textes solitaires;28;;^0 a un coup qui fait nulle et qui lui assure deux lignes optimales plus tard.;^0 has a drawing move that ensures he will have two optimal lines later.
STR#;10008;Textes solitaires;29;;Il y a ^0 façon  de faire ^1 pions;There is ^0 line giving ^1 discs
STR#;10008;Textes solitaires;30;;Il y a ^0 façons de faire ^1 pions;There are ^0 lines giving ^1 discs
STR#;10008;Textes solitaires;31;;Difficulté du solitaire : ^0 %;Difficulty : ^0 %
STR#;10008;Textes solitaires;32;;^0 solitaires;^0 solitaires
STR#;10008;Textes solitaires;33;;Plus un solitaire a de cases vides, plus il est difficile.;The more empties, the more difficult the solitaire.
STR#;10008;Textes solitaires;34;;Astuce: pendant un solitaire, tapez sur Delete pour de l'aide.;Hint: while playing a solitaire, hit the delete key to get help.
STR#;10009;;0;;Textes rétrograde;Textes rétrograde
STR#;10009;Textes rétrograde;1;;################################################################;################################################################
STR#;10009;Textes rétrograde;2;;Analyse rétrograde de la finale;Retrograde analysis of the endgame
STR#;10009;Textes rétrograde;3;;suite optimale après ^0 : ^1;optimal line after ^0 : ^1
STR#;10009;Textes rétrograde;4;;score réel de la partie : ^0;real score of the game : ^0
STR#;10009;Textes rétrograde;5;;Analyse rétrograde en cours…;Analysing the endgame…
STR#;10009;Textes rétrograde;6;;Analyse rétrograde interrompue…;Retrograde analysis interrupted…
STR#;10009;Textes rétrograde;7;;Analyse rétrograde terminée…;Retrograde analysis finished…
STR#;10009;Textes rétrograde;8;;?;?
STR#;10009;Textes rétrograde;9;;??;??
STR#;10009;Textes rétrograde;10;;Noir rate le gain;Black misses the win
STR#;10009;Textes rétrograde;11;;Noir donne le gain;Black gives the win
STR#;10009;Textes rétrograde;12;;Noir rate la nulle;Black misses a draw
STR#;10009;Textes rétrograde;13;;Noir perd 1 pion;Black loses 1 disc
STR#;10009;Textes rétrograde;14;;Noir perd ^0 pions;Black loses ^0 discs
STR#;10009;Textes rétrograde;15;;Blanc rate le gain;White misses the win
STR#;10009;Textes rétrograde;16;;Blanc donne le gain;White gives the win
STR#;10009;Textes rétrograde;17;;Blanc rate la nulle;White misses a draw
STR#;10009;Textes rétrograde;18;;Blanc perd 1 pion;White loses 1 disc
STR#;10009;Textes rétrograde;19;;Blanc perd ^0 pions;White loses ^0 discs
STR#;10009;Textes rétrograde;20;;fait nulle;draws
STR#;10009;Textes rétrograde;21;;fait ^0;leads to ^0
STR#;10009;Textes rétrograde;22;;^0 faisait nulle;^0 would have drawed
STR#;10009;Textes rétrograde;23;;^0 faisait ^1;^0 was ^1
STR#;10009;Textes rétrograde;24;;^0 était gagnant;^0 was winning
STR#;10009;Textes rétrograde;25;;Noir est gagnant;Black is winning
STR#;10009;Textes rétrograde;26;;Blanc est gagnant;White is winning
STR#;10009;Textes rétrograde;27;;première passe;first pass
STR#;10009;Textes rétrograde;28;;deuxième passe;second pass
STR#;10009;Textes rétrograde;29;;troisième passe;third pass
STR#;10009;Textes rétrograde;30;;quatrième passe;fourth pass
STR#;10009;Textes rétrograde;31;;cinquième passe;fifth pass
STR#;10009;Textes rétrograde;32;;passe numéro ^0;pass #^0
STR#;10009;Textes rétrograde;33;;Noir perd environ ^0 pions;Black loses about ^0 discs
STR#;10009;Textes rétrograde;34;;Blanc perd environ ^0 pions;White loses about ^0 discs
STR#;10009;Textes rétrograde;35;;^0 était meilleur;^0 was better
STR#;10009;Textes rétrograde;36;;^0 faisait 1 pion de plus et annulait;^0 was 1 disc better and drew
STR#;10009;Textes rétrograde;37;;^0 faisait ^1 pions de plus et annulait;^0 was ^1 discs better and drew
STR#;10009;Textes rétrograde;38;;^0 faisait 1 pion de plus et gagnait ^2;^0 was one disc better and won ^2
STR#;10009;Textes rétrograde;39;;^0 faisait ^1 pions de plus et gagnait ^2;^0 was ^1 discs better and won ^2
STR#;10010;;0;;Textes SetUp;Textes SetUp
STR#;10010;Textes SetUp;1;;Vous pouvez cliquer sur;You can click
STR#;10010;Textes SetUp;2;;le numéro d'un coup;on a move number
STR#;10010;Textes SetUp;3;;pour y revenir…;to back there…
STR#;10010;Textes SetUp;4;;Cliquez sur un coup pour y revenir…;Click on a move to go back there
STR#;10010;Textes SetUp;5;;Annuler;Cancel
STR#;10010;Textes SetUp;6;;Valider;Validate
STR#;10010;Textes SetUp;7;;Tout effacer;Clear All
STR#;10010;Textes SetUp;8;;Tout inverser;Invert All
STR#;10010;Textes SetUp;9;;Évaluer;Evaluation
STR#;10010;Textes SetUp;10;;évaluation pour Noir :;Evaluation for Black :
STR#;10010;Textes SetUp;11;;évaluation pour Blanc :;Evaluation for White :
STR#;10011;;0;;Textes coeffs;Textes coeffs
STR#;10011;Textes coeffs;1;;Réglez les coefficients de la fonction d'évaluation :;Change the coefficients of the evaluation function :
STR#;10011;Textes coeffs;2;;valeur frontière :;global frontier :
STR#;10011;Textes coeffs;3;;pour chaque pion en frontière :;for each frontier disc :
STR#;10011;Textes coeffs;4;;valeur centre :;centre value :
STR#;10011;Textes coeffs;5;;valeur grand centre :;large center value :
STR#;10011;Textes coeffs;6;;valeur bétonnage :;edge-grabbing value :
STR#;10011;Textes coeffs;7;;valeur minimisation :;minimization value :
STR#;10011;Textes coeffs;8;;valeur prise coin :;corner attack value :
STR#;10011;Textes coeffs;9;;valeur défense coin :;corner defense value :
STR#;10011;Textes coeffs;10;;valeur coin :;corner value :
STR#;10011;Textes coeffs;11;;valeur case X :;X square value :
STR#;10011;Textes coeffs;12;;pénalité pour le trait :;penalty for playing :
STR#;10011;Textes coeffs;13;;valeur du bord Nord;value of North edge
STR#;10011;Textes coeffs;14;;valeur du bord Ouest;value of West edge
STR#;10011;Textes coeffs;15;;valeur du bord Est;value of East edge
STR#;10011;Textes coeffs;16;;valeur du bord Sud;value of South edge
STR#;10011;Textes coeffs;17;;pour noir;for Black
STR#;10011;Textes coeffs;18;;pour blanc;for White
STR#;10011;Textes coeffs;19;;valeur mobilité :;mobility value :
STR#;10011;Textes coeffs;20;;valeur pour noir;value for Black
STR#;10012;;0;;Textes bibliothèque;Textes bibliothèque
STR#;10012;Textes bibliothèque;1;;Ouverture du fichier ^0 impossible !;"Unable to open the file ""^0"" !"
STR#;10012;Textes bibliothèque;2;;Vérifiez qu'il est bien à côté du programme Cassio ou;Verify it is in the same folder than Cassio
STR#;10012;Textes bibliothèque;3;;dans le dossier « Fichiers auxiliaires » sur le disque dur.;"or in the folder ""Auxiliary files"" on your hard disc."
STR#;10012;Textes bibliothèque;4;;Lecture de la bibliothèque d'ouverture…;Reading opening library…
STR#;10012;Textes bibliothèque;5;;bibliothèque trop grosse;Opening library is too big !
STR#;10012;Textes bibliothèque;6;;ligne impossible;Illegal line
STR#;10012;Textes bibliothèque;7;;le total des réponses ne fait pas 100 %;Total of answers is not 100 %
STR#;10012;Textes bibliothèque;8;;trop de lignes;too many lines
STR#;10013;;0;;Textes rapport;Textes rapport
STR#;10013;Textes rapport;1;;Bienvenue dans Cassio…;Welcome to Cassio…
STR#;10013;Textes rapport;2;;Recherche au coup ^0 pour ^1 : milieu de partie;midgame search at move # ^0 for ^1:
STR#;10013;Textes rapport;3;;Recherche au coup ^0 pour ^1 : pseudo-finale;pseudo-endgame search at move # ^0 for ^1:
STR#;10013;Textes rapport;4;;Recherche au coup ^0 pour ^1 : finale gagnant/perdant;endgame search at move # ^0 for ^1:
STR#;10013;Textes rapport;5;;Recherche au coup ^0 pour ^1 : finale parfaite;perfect endgame search at move # ^0 for ^1:
STR#;10013;Textes rapport;6;;Oooups ! Ma pendule !;Oooups ! My clock !
STR#;10013;Textes rapport;7;;Score final ^0;Final score ^0
STR#;10013;Textes rapport;8;;Félicitations !;Congratulations !
STR#;10013;Textes rapport;9;;Voulez-vous en faire une autre ?;Do you want to make another one ?
STR#;10013;Textes rapport;10;;conseil : ^0;advice : ^0
STR#;10013;Textes rapport;11;;nb feuilles générées = ;# leaves generated = 
STR#;10013;Textes rapport;12;;nb nœuds générés = ;# nodes generated = 
STR#;10013;Textes rapport;13;;temps = ^0 sec. = ^1 h. ^2 min. ^3 sec.;time = ^0 sec. = ^1 h. ^2 min. ^3 sec.
STR#;10013;Textes rapport;14;;temps = ^0 sec. = ^1 min. ^2 sec.;time = ^0 sec. = ^1 min. ^2 sec.
STR#;10013;Textes rapport;15;;temps = ^0 sec.;time = ^0 sec.
STR#;10013;Textes rapport;16;;Attention !!! Je n'ai pas pu lire toute la base.;Attention !!! I couldn't read the whole database.
STR#;10013;Textes rapport;17;;Pour pouvoir charger plus de parties, essayez;If you want to be able to load more games, try
STR#;10013;Textes rapport;18;;de m'allouer plus de mémoire dans la fenêtre;to give me more memory in the
STR#;10013;Textes rapport;19;;«Informations sur Cassio» du Finder.;Cassio Infos window in the Finder.
STR#;10013;Textes rapport;20;;(1 Mo = 12000 parties supplémentaires environ).;(1 Mb = about 12000 extras games).
STR#;10013;Textes rapport;21;;Problème dans mon algorithme (p=^0) !;Problems in my algorithm (p=^0) !
STR#;10013;Textes rapport;22;;Problème dans mon algorithme (ScorePourVerif=^0 et ScoreSuite=^1) !;Problems in my algorithm  (ScorePourVerif=^0 et ScoreSuite=^1) !
STR#;10013;Textes rapport;23;;LE GRAPHE D'APPRENTISSAGE PROPOSE UN COUP ILLEGAL !!!;THE GRAPH PROPOSES AN ILLEGAL MOVE !!!
STR#;10013;Textes rapport;24;;Le rapport devient un peu long. Vous devriez en effacer une partie pour faire de la place.;Report is getting quite long. You should clear some text to shorten it.
STR#;10013;Textes rapport;25;;Le rapport est rempli à ras-bord. Veuillez en effacer une partie pour faire de la place.;The report window is almost full. Please delete some text to make new room.
STR#;10013;Textes rapport;26;;Le rapport a été vidé.;The report window was cleared.
STR#;10013;Textes rapport;27;;Il y a trop de texte dans le presse-papier pour pouvoir l'ajouter au rapport…;There is too much text in the clipboard to paste it the the report window…
STR#;10013;Textes rapport;28;;LA BIBLIOTHEQUE PROPOSE UN COUP ILLEGAL !!!;THE OPENING BOOK PROPOSES AN ILLEGAL MOVE !!!
STR#;10013;Textes rapport;29;;CONNAITSUITEPARFAITE PROPOSE UN COUP ILLEGAL !!!;CONNAITSUITEPARFAITE PROPOSES AN ILLEGAL MOVE !!!
STR#;10013;Textes rapport;30;;REPONSEINSTANTANEE PROPOSE UN COUP ILLEGAL !!!;REPONSEINSTANTANEE PROPOSES AN ILLEGAL MOVE !!!
STR#;10013;Textes rapport;31;;CHOIXMAC PROPOSE UN COUP ILLEGAL !!!;CHOIXMAC PROPOSES AN ILLEGAL MOVE !!!
STR#;10013;Textes rapport;32;;Vous avez gagné ^0 parties d'affilée au niveau Champion !;Winning streak at Champion strength: ^0 games in a row!
STR#;10013;Textes rapport;33;;OK, voyons si vous serez aussi fort au niveau suivant :-);OK, let's see if you are as strong at next level :-)
STR#;10013;Textes rapport;34;;Je passe au niveau Débutant.;Switching to Beginner level.
STR#;10013;Textes rapport;35;;Je passe au niveau Amateur.;Switching to Medium level.
STR#;10013;Textes rapport;36;;Je passe au niveau Joueur de club.;Switching to Club Player level.
STR#;10013;Textes rapport;37;;Je passe au niveau Fort.;Switching to Strong level.
STR#;10013;Textes rapport;38;;Je passe au niveau Expert.;Switching to Expert level.
STR#;10013;Textes rapport;39;;Je passe au niveau Grand-Maître;Switching to Grand-Master level.
STR#;10013;Textes rapport;40;;Je passe au niveau Champion.;Switching to Champion level.
STR#;10013;Textes rapport;41;;des Préférences de Cassio.;Préférences dialog.
STR#;10013;Textes rapport;42;;J'ai réussi à importer ^0 parties dans le fichier « ^1 ».;I have managed to import ^0 games from the file « ^1 ».
STR#;10013;Textes rapport;43;;J'ai réussi à importer ^0 partie dans le fichier « ^1 ».;I have managed to import ^0 game from the file « ^1 ».
STR#;10013;Textes rapport;44;;J'ai réussi à importer ^0 parties depuis le presse-papier.;I have managed to import ^0 games from the clipboard.
STR#;10013;Textes rapport;45;;J'ai réussi à importer ^0 partie depuis le presse-papier.;I have managed to import ^0 game from the clipborad.
STR#;10013;Textes rapport;46;;Pour info, le fichier contenait ^0 lignes.;Please note that that file had ^0 lines.
STR#;10013;Textes rapport;47;;Il y avait ^0 partie trop courte ou illégale.;There was ^0 illegal game (or too short).
STR#;10013;Textes rapport;48;;Il y avait par ailleurs ^0 parties trop courtes ou illégales.;There were ^0 illegal games (or too short).
STR#;10013;Textes rapport;49;;prof =;depth =
STR#;10013;Textes rapport;50;;feuilles =;leaves =
STR#;10013;Textes rapport;51;;nœuds =;nodes =
STR#;10013;Textes rapport;52;;temps =;time =
STR#;10013;Textes rapport;53;;cumul =;total =
STR#;10014;;0;;A propos de Cassio...;A propos de Cassio...
STR#;10014;A propos de Cassio...;1;;Cassio;Cassio
STR#;10014;A propos de Cassio...;2;;merci à Bruno Causse et Richard Delorme;special thanks to Bruno Causse and Richard Delorme
STR#;10014;A propos de Cassio...;3;;version ^0    shareware à 15 Euros.;version ^0   15 Euros shareware
STR#;10014;A propos de Cassio...;4;;© 1992-2018 Stéphane Nicolet;©1992-2014 Stéphane Nicolet
STR#;10014;A propos de Cassio...;5;;24, rue Titon 75011 PARIS;24, rue Titon 75011 PARIS
STR#;10014;A propos de Cassio...;6;;(+33) 01 43 72 53 55;(+33) 01 43 72 53 55
STR#;10014;A propos de Cassio...;7;;(reserved);(reserved)
STR#;10015;;0;;A propos de la FFO…;A propos de la FFO…
STR#;10015;A propos de la FFO…;1;;Rejoignez la FFO !!!;Join the FFO !!!
STR#;10015;A propos de la FFO…;2;;Fédération Française d'Othello;Fédération Française d'Othello
STR#;10015;A propos de la FFO…;3;;http://ffothello.org;http://www.ffothello.org
STR#;10015;A propos de la FFO…;4;;email : cassio@free.fr;email: cassio@free.fr
STR#;10015;A propos de la FFO…;5;;(reserved);(reserved)
STR#;10015;A propos de la FFO…;6;;Cassio ^0 par Stéphane Nicolet;Cassio ^0 by Stéphane Nicolet
STR#;10015;A propos de la FFO…;7;;remerciements : Bruno Causse, Sylvain Quin, Marc Tastet,;many thanks to: Bruno Causse, Sylvain Quin, Marc Tastet,
STR#;10015;A propos de la FFO…;8;;Richard Delorme, Emmanuel Lazard et Dominique Penloup;Richard Delorme, Emmanuel Lazard and Dominique Penloup
STR#;10015;A propos de la FFO…;9;;(reserved);(reserved)
STR#;10016;;0;;Textes d'erreurs;Textes d'erreurs
STR#;10016;Textes d'erreurs;1;;Votre fichier «Préférences Cassio» n'est pas compatible avec cette version de Cassio. Je vais en créer un mieux.\n;"Your file ""Préférences Cassio"" is incompatible with that version of Cassio. I will have to create a better one.\n"
STR#;10016;Textes d'erreurs;2;;Impossible d'ouvrir le rapport…;Unable to open the report window…
STR#;10016;Textes d'erreurs;3;;Le presse-papier ne contient pas une partie d'Othello légale au format texte (par ex. F5D6C3D3C4…), ni dans un autre format que je connaisse :-(;The clipboard does not contain a legal Othello game (e.g. F5D6C3D3C4…), nor is in another know format :-(
STR#;10016;Textes d'erreurs;4;;Le fichier «^0» ne semble pas être dans un des formats que je connais. Je suis désolé de ne pas pouvoir l'ouvrir.;The file «^0» does not seem to match one of the formats known by Cassio, so I can not open it!
